prediction_id,model_version,market_date,ticker,primary_benchmark,outcome_as_of_market_date,matured_21,matured_63,matured_84,matured_126,fwd_relative_return_21,fwd_relative_return_63,fwd_relative_return_84,fwd_relative_return_126,fwd_relative_mdd_126,band_median_relative_return,investable_loose,investable_primary,investable_strict
PATH_RISK_V1_2026-08-12|2026-08-12|AFK,PATH_RISK_V1_2026-08-12,2026-08-12,AFK,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ARGT,PATH_RISK_V1_2026-08-12,2026-08-12,ARGT,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ASEA,PATH_RISK_V1_2026-08-12,2026-08-12,ASEA,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|CIBR,PATH_RISK_V1_2026-08-12,2026-08-12,CIBR,SPY,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ECH,PATH_RISK_V1_2026-08-12,2026-08-12,ECH,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EDEN,PATH_RISK_V1_2026-08-12,2026-08-12,EDEN,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EEM,PATH_RISK_V1_2026-08-12,2026-08-12,EEM,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EFA,PATH_RISK_V1_2026-08-12,2026-08-12,EFA,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EFNL,PATH_RISK_V1_2026-08-12,2026-08-12,EFNL,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EIDO,PATH_RISK_V1_2026-08-12,2026-08-12,EIDO,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EIRL,PATH_RISK_V1_2026-08-12,2026-08-12,EIRL,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EIS,PATH_RISK_V1_2026-08-12,2026-08-12,EIS,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EMXC,PATH_RISK_V1_2026-08-12,2026-08-12,EMXC,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ENOR,PATH_RISK_V1_2026-08-12,2026-08-12,ENOR,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ENZL,PATH_RISK_V1_2026-08-12,2026-08-12,ENZL,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EPHE,PATH_RISK_V1_2026-08-12,2026-08-12,EPHE,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EPOL,PATH_RISK_V1_2026-08-12,2026-08-12,EPOL,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EPP,PATH_RISK_V1_2026-08-12,2026-08-12,EPP,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EPU,PATH_RISK_V1_2026-08-12,2026-08-12,EPU,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWA,PATH_RISK_V1_2026-08-12,2026-08-12,EWA,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWC,PATH_RISK_V1_2026-08-12,2026-08-12,EWC,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWD,PATH_RISK_V1_2026-08-12,2026-08-12,EWD,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWG,PATH_RISK_V1_2026-08-12,2026-08-12,EWG,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWH,PATH_RISK_V1_2026-08-12,2026-08-12,EWH,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWI,PATH_RISK_V1_2026-08-12,2026-08-12,EWI,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWJ,PATH_RISK_V1_2026-08-12,2026-08-12,EWJ,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWL,PATH_RISK_V1_2026-08-12,2026-08-12,EWL,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWM,PATH_RISK_V1_2026-08-12,2026-08-12,EWM,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWN,PATH_RISK_V1_2026-08-12,2026-08-12,EWN,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWO,PATH_RISK_V1_2026-08-12,2026-08-12,EWO,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWP,PATH_RISK_V1_2026-08-12,2026-08-12,EWP,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWQ,PATH_RISK_V1_2026-08-12,2026-08-12,EWQ,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWS,PATH_RISK_V1_2026-08-12,2026-08-12,EWS,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWT,PATH_RISK_V1_2026-08-12,2026-08-12,EWT,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWU,PATH_RISK_V1_2026-08-12,2026-08-12,EWU,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWW,PATH_RISK_V1_2026-08-12,2026-08-12,EWW,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWY,PATH_RISK_V1_2026-08-12,2026-08-12,EWY,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EWZ,PATH_RISK_V1_2026-08-12,2026-08-12,EWZ,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EXI,PATH_RISK_V1_2026-08-12,2026-08-12,EXI,ACWI,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|EZA,PATH_RISK_V1_2026-08-12,2026-08-12,EZA,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|FDN,PATH_RISK_V1_2026-08-12,2026-08-12,FDN,SPY,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|FEZ,PATH_RISK_V1_2026-08-12,2026-08-12,FEZ,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|GREK,PATH_RISK_V1_2026-08-12,2026-08-12,GREK,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|IGV,PATH_RISK_V1_2026-08-12,2026-08-12,IGV,SPY,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|IHF,PATH_RISK_V1_2026-08-12,2026-08-12,IHF,SPY,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|IHI,PATH_RISK_V1_2026-08-12,2026-08-12,IHI,SPY,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ILF,PATH_RISK_V1_2026-08-12,2026-08-12,ILF,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|INDA,PATH_RISK_V1_2026-08-12,2026-08-12,INDA,ACWX,2026-09-02,False,False,False,False,,,,,,,,,
PATH_RISK_V1_2026-08-12|2026-08-12|ITA,PATH_RISK_V1_2026-08-12,2026-08-12,ITA,SPY,2026-09-02,False,False,False,False,,,,,,,,,
